0,1,2,3,4,5,6
821,265,19,767,384,HEPG2-09,70
92,86,676,918,164,HEPG2-09,565
52,507,855,160,953,HEPG2-09,80
783,507,144,265,589,HEPG2-09,1096
161,278,66,1053,1078,HEPG2-09,549
382,444,1059,433,337,HEPG2-09,704
783,507,19,653,265,HEPG2-09,276
1053,783,161,66,381,HEPG2-09,355
161,34,375,26,130,HEPG2-09,983
901,322,142,583,442,HEPG2-09,981
160,130,1059,161,116,HEPG2-09,900
160,520,130,310,679,HEPG2-09,361
160,34,375,987,591,HEPG2-09,177
1029,393,747,594,308,HEPG2-09,308
161,86,1078,278,167,HEPG2-09,266
206,1003,1074,96,86,HEPG2-09,676
160,754,865,130,987,HEPG2-09,459
424,351,161,484,19,HEPG2-09,699
160,977,855,1089,655,HEPG2-09,1101
50,788,571,308,520,HEPG2-09,162
29,734,571,308,203,HEPG2-09,620
953,265,559,507,551,HEPG2-09,559
676,86,1064,927,240,HEPG2-09,439
953,1092,1042,591,675,HEPG2-09,806
648,351,783,484,424,HEPG2-09,750
161,1033,1040,375,958,HEPG2-09,1060
160,591,855,310,987,HEPG2-09,689
662,164,1009,694,170,HEPG2-09,1
591,161,34,855,205,HEPG2-09,624
85,144,4,816,1089,HEPG2-09,366
408,337,161,1040,1059,HEPG2-09,56
144,138,328,496,591,HEPG2-09,760
14,958,309,219,883,HEPG2-09,282
404,816,0,206,96,HEPG2-09,287
273,160,130,310,338,HEPG2-09,497
161,86,1053,1078,384,HEPG2-09,109
675,161,1053,551,587,HEPG2-09,195
160,130,571,375,865,HEPG2-09,48
591,977,328,953,278,HEPG2-09,348
310,507,589,384,160,HEPG2-09,881
160,855,98,591,375,HEPG2-09,431
591,855,52,441,1047,HEPG2-09,181
144,384,1053,160,977,HEPG2-09,268
525,214,365,271,362,HEPG2-09,471
1053,160,520,821,384,HEPG2-09,877
375,160,130,19,779,HEPG2-09,399
662,948,139,205,1009,HEPG2-09,436
1117,424,671,787,86,HEPG2-09,385
979,858,502,595,382,HEPG2-09,618
161,1033,1059,375,400,HEPG2-09,514
587,953,855,52,1042,HEPG2-09,6
86,205,1067,761,164,HEPG2-09,897
160,662,1053,858,273,HEPG2-09,324
177,309,1033,433,1059,HEPG2-09,341
816,821,86,384,66,HEPG2-09,547
160,219,375,977,589,HEPG2-09,742
977,883,211,219,873,HEPG2-09,1076
977,278,1078,211,709,HEPG2-09,670
591,952,1003,278,289,HEPG2-09,660
161,424,800,365,587,HEPG2-09,392
571,308,1011,160,634,HEPG2-09,113
328,98,495,552,953,HEPG2-09,302
52,1042,855,587,953,HEPG2-09,687
86,161,408,1053,1040,HEPG2-09,1008
800,161,211,96,1067,HEPG2-09,1066
551,675,6,936,709,HEPG2-09,500
855,52,507,953,160,HEPG2-09,734
265,6,783,953,144,HEPG2-09,415
161,278,86,34,475,HEPG2-09,764
408,1040,86,161,164,HEPG2-09,1025
1009,306,0,2,816,HEPG2-09,1106
858,979,154,520,72,HEPG2-09,239
991,901,322,844,269,HEPG2-09,256
656,61,652,662,457,HEPG2-09,486
130,160,375,161,116,HEPG2-09,572
1026,232,496,855,591,HEPG2-09,868
160,384,265,1042,551,HEPG2-09,372
591,977,1078,161,958,HEPG2-09,552
1067,1074,769,800,206,HEPG2-09,136
408,441,116,61,662,HEPG2-09,360
214,384,821,6,66,HEPG2-09,505
1053,160,384,821,520,HEPG2-09,757
858,580,154,146,184,HEPG2-09,217
19,219,779,378,401,HEPG2-09,1104
381,1067,1117,206,816,HEPG2-09,144
591,855,587,384,381,HEPG2-09,921
1059,444,595,127,858,HEPG2-09,611
1059,309,433,1033,219,HEPG2-09,647
144,384,977,687,160,HEPG2-09,489
1020,177,309,883,572,HEPG2-09,1020
130,160,571,29,203,HEPG2-09,606
26,157,475,1053,161,HEPG2-09,508
160,130,571,375,865,HEPG2-09,1006
972,1047,730,816,335,HEPG2-09,395
484,892,142,608,721,HEPG2-09,613
855,591,1042,587,160,HEPG2-09,653
160,670,98,589,700,HEPG2-09,825
66,365,638,144,214,HEPG2-09,692
920,219,337,4,858,HEPG2-09,94
130,160,29,203,865,HEPG2-09,59
144,1092,66,638,247,HEPG2-09,870
161,167,475,1053,17,HEPG2-09,1023
86,408,164,797,161,HEPG2-09,456
219,932,858,282,530,HEPG2-09,581
382,433,444,1059,309,HEPG2-09,986
375,1053,161,160,130,HEPG2-09,982
571,273,310,160,1011,HEPG2-09,26
591,86,161,278,96,HEPG2-09,211
382,979,652,444,656,HEPG2-09,775
310,351,634,729,470,HEPG2-09,1039
160,855,1053,788,34,HEPG2-09,203
205,164,408,86,800,HEPG2-09,974
382,979,690,520,444,HEPG2-09,411
551,1042,587,161,381,HEPG2-09,910
855,52,591,34,1011,HEPG2-09,513
1026,138,455,631,232,HEPG2-09,371
953,265,589,328,393,HEPG2-09,523
161,1033,1059,116,375,HEPG2-09,295
720,819,354,485,787,HEPG2-09,346
591,977,958,160,855,HEPG2-09,309
1053,19,130,1033,161,HEPG2-09,831
551,6,19,709,161,HEPG2-09,345
206,694,730,191,972,HEPG2-09,950
571,308,310,351,273,HEPG2-09,1027
591,98,977,328,160,HEPG2-09,945
375,670,695,78,1059,HEPG2-09,607
160,589,375,655,289,HEPG2-09,811
161,34,855,591,278,HEPG2-09,400
676,86,424,787,0,HEPG2-09,576
161,160,1059,375,475,HEPG2-09,884
271,214,783,709,144,HEPG2-09,622
116,160,375,130,34,HEPG2-09,744
86,161,800,1053,205,HEPG2-09,188
98,591,160,375,289,HEPG2-09,883
337,1033,1111,161,382,HEPG2-09,274
855,407,1011,52,141,HEPG2-09,126
648,755,20,330,1094,HEPG2-09,1041
265,953,384,1042,160,HEPG2-09,810
214,551,6,271,495,HEPG2-09,959
160,865,589,571,29,HEPG2-09,705
310,160,1053,154,634,HEPG2-09,765
144,496,328,138,1042,HEPG2-09,379
390,472,337,648,24,HEPG2-09,312
381,144,496,468,1087,HEPG2-09,212
524,287,730,404,191,HEPG2-09,506
855,52,381,948,407,HEPG2-09,1042
484,656,721,835,313,HEPG2-09,1062
86,1040,513,952,161,HEPG2-09,703
351,310,634,308,507,HEPG2-09,503
855,634,310,308,571,HEPG2-09,112
310,273,662,351,205,HEPG2-09,105
382,337,1093,24,322,HEPG2-09,388
382,337,161,652,1093,HEPG2-09,313
408,161,424,802,800,HEPG2-09,339
1047,930,972,306,1003,HEPG2-09,224
855,381,205,591,52,HEPG2-09,845
855,591,788,1047,52,HEPG2-09,1089
939,821,417,1089,760,HEPG2-09,588
34,160,591,855,375,HEPG2-09,1084
86,671,816,1117,205,HEPG2-09,743
136,484,108,550,1120,HEPG2-09,1031
161,1078,211,278,475,HEPG2-09,221
520,154,821,858,19,HEPG2-09,102
855,52,310,381,507,HEPG2-09,389
19,219,265,1053,30,HEPG2-09,290
0,240,365,161,958,HEPG2-09,604
160,130,571,310,855,HEPG2-09,1065
160,589,98,265,953,HEPG2-09,1015
160,977,953,1042,167,HEPG2-09,46
160,855,655,507,754,HEPG2-09,481
800,86,278,161,205,HEPG2-09,301
375,289,883,670,977,HEPG2-09,695
507,150,783,859,1092,HEPG2-09,293
591,96,396,587,1092,HEPG2-09,272
206,816,1117,671,0,HEPG2-09,972
161,1078,551,278,675,HEPG2-09,840
382,595,858,444,979,HEPG2-09,33
19,821,375,144,1101,HEPG2-09,847
1053,408,405,250,1078,HEPG2-09,445
160,865,130,29,1059,HEPG2-09,155
638,816,1021,66,730,HEPG2-09,147
19,265,551,589,507,HEPG2-09,770
6,551,709,265,779,HEPG2-09,567
310,855,160,634,130,HEPG2-09,55
310,653,783,634,589,HEPG2-09,124
638,66,291,214,870,HEPG2-09,960
375,160,161,130,34,HEPG2-09,10
271,365,1100,638,214,HEPG2-09,582
591,587,52,953,1092,HEPG2-09,74
855,381,587,507,150,HEPG2-09,8
676,61,457,656,164,HEPG2-09,258
310,160,855,1053,441,HEPG2-09,793
86,92,164,694,676,HEPG2-09,373
29,571,865,203,160,HEPG2-09,700
144,855,381,310,384,HEPG2-09,555
19,821,424,1053,716,HEPG2-09,894
144,381,66,1117,653,HEPG2-09,577
687,214,66,676,638,HEPG2-09,3
72,19,571,154,979,HEPG2-09,192
821,384,1053,144,86,HEPG2-09,907
1040,161,408,86,513,HEPG2-09,254
66,144,821,455,214,HEPG2-09,238
384,167,816,144,0,HEPG2-09,838
783,559,1029,1092,6,HEPG2-09,391
66,638,424,1021,816,HEPG2-09,222
161,310,783,1053,653,HEPG2-09,340
1117,1067,424,587,381,HEPG2-09,853
310,821,66,653,381,HEPG2-09,91
80,754,160,783,987,HEPG2-09,460
855,310,591,34,381,HEPG2-09,157
1033,670,400,375,177,HEPG2-09,478
375,160,541,116,400,HEPG2-09,786
408,441,1040,205,161,HEPG2-09,585
130,375,116,160,161,HEPG2-09,556
382,444,979,858,343,HEPG2-09,442
551,709,977,6,783,HEPG2-09,875
858,382,444,1059,595,HEPG2-09,1028
780,13,708,1021,683,HEPG2-09,708
614,167,525,161,516,HEPG2-09,828
214,783,599,767,144,HEPG2-09,1056
351,310,520,130,679,HEPG2-09,605
86,1040,513,1053,161,HEPG2-09,798
161,375,1040,34,987,HEPG2-09,797
271,149,310,779,236,HEPG2-09,715
1021,1117,206,1067,638,HEPG2-09,1067
130,595,502,160,571,HEPG2-09,281
424,550,191,755,484,HEPG2-09,1100
821,310,154,468,520,HEPG2-09,1102
161,1053,310,375,653,HEPG2-09,673
375,779,589,160,310,HEPG2-09,77
382,979,664,326,343,HEPG2-09,172
1040,513,86,337,443,HEPG2-09,89
953,1042,265,1092,384,HEPG2-09,352
381,96,591,855,816,HEPG2-09,320
161,783,310,653,621,HEPG2-09,482
161,591,375,400,958,HEPG2-09,978
144,381,496,591,816,HEPG2-09,914
1117,1021,1067,271,638,HEPG2-09,962
551,265,6,953,783,HEPG2-09,657
66,381,1117,150,144,HEPG2-09,541
587,66,0,638,816,HEPG2-09,890
870,895,826,291,320,HEPG2-09,417
1117,1021,648,638,783,HEPG2-09,450
1021,271,638,708,1120,HEPG2-09,889
161,1053,157,779,34,HEPG2-09,277
1047,205,164,425,92,HEPG2-09,398
821,19,16,774,716,HEPG2-09,626
598,761,50,932,4,HEPG2-09,598
161,800,86,591,278,HEPG2-09,745
310,821,407,855,859,HEPG2-09,557
343,774,313,497,664,HEPG2-09,791
800,1067,164,161,86,HEPG2-09,253
859,1021,783,351,66,HEPG2-09,987
708,90,287,1021,428,HEPG2-09,413
638,1021,271,214,66,HEPG2-09,537
375,19,161,30,219,HEPG2-09,296
86,591,278,687,271,HEPG2-09,532
638,66,287,271,816,HEPG2-09,5
271,687,446,861,144,HEPG2-09,681
638,271,1044,66,149,HEPG2-09,784
783,507,310,653,589,HEPG2-09,938
161,19,779,30,215,HEPG2-09,543
783,939,214,271,657,HEPG2-09,40
870,359,271,826,895,HEPG2-09,566
164,948,662,425,1009,HEPG2-09,327
92,694,164,86,1047,HEPG2-09,233
310,265,507,589,783,HEPG2-09,146
591,855,52,160,80,HEPG2-09,130
676,86,161,179,196,HEPG2-09,975
591,587,278,289,161,HEPG2-09,879
587,855,859,381,150,HEPG2-09,381
271,591,587,161,709,HEPG2-09,701
687,167,816,676,278,HEPG2-09,499
468,455,144,855,310,HEPG2-09,93
96,591,144,709,587,HEPG2-09,539
859,381,150,855,310,HEPG2-09,761
375,161,422,433,382,HEPG2-09,101
1053,161,384,310,86,HEPG2-09,189
375,589,779,310,19,HEPG2-09,857
855,52,591,310,496,HEPG2-09,887
687,144,66,138,816,HEPG2-09,1063
381,150,144,1117,859,HEPG2-09,1083
408,164,161,1040,86,HEPG2-09,918
972,1047,218,335,205,HEPG2-09,218
161,86,1040,513,475,HEPG2-09,334
800,278,96,404,1078,HEPG2-09,1064
855,160,571,507,911,HEPG2-09,991
855,52,160,1011,655,HEPG2-09,667
289,98,572,987,591,HEPG2-09,502
1047,850,972,1003,306,HEPG2-09,333
144,816,496,66,0,HEPG2-09,138
160,130,384,310,19,HEPG2-09,988
670,309,700,375,825,HEPG2-09,28
424,662,1053,821,409,HEPG2-09,57
160,130,26,1059,858,HEPG2-09,844
265,160,551,384,1042,HEPG2-09,579
694,92,850,973,347,HEPG2-09,1070
424,313,390,657,403,HEPG2-09,330
1074,96,211,271,206,HEPG2-09,558
694,92,850,819,973,HEPG2-09,182
66,404,780,0,939,HEPG2-09,721
859,1047,424,963,205,HEPG2-09,87
502,1059,130,639,541,HEPG2-09,830
161,800,1053,587,855,HEPG2-09,1035
382,161,475,444,429,HEPG2-09,414
591,161,1040,34,441,HEPG2-09,1033
952,1040,800,86,513,HEPG2-09,952
1047,1003,205,1026,671,HEPG2-09,44
591,855,1047,205,1003,HEPG2-09,1047
972,1047,335,206,694,HEPG2-09,723
34,161,160,375,591,HEPG2-09,429
19,382,567,288,690,HEPG2-09,706
206,1067,424,800,96,HEPG2-09,424
130,160,1059,858,375,HEPG2-09,790
160,375,161,130,116,HEPG2-09,569
310,384,150,653,507,HEPG2-09,896
144,150,496,1092,291,HEPG2-09,909
816,0,638,1117,66,HEPG2-09,149
1064,86,709,138,687,HEPG2-09,225
551,953,675,709,265,HEPG2-09,336
855,139,788,160,689,HEPG2-09,1098
328,396,953,495,591,HEPG2-09,726
351,979,162,316,858,HEPG2-09,421
230,755,720,349,20,HEPG2-09,827
855,160,130,34,634,HEPG2-09,941
587,96,1047,1003,206,HEPG2-09,404
52,855,655,591,98,HEPG2-09,739
206,587,96,1003,816,HEPG2-09,1003
591,160,328,953,1042,HEPG2-09,219
591,1040,34,375,441,HEPG2-09,466
86,205,164,761,671,HEPG2-09,461
855,144,496,381,384,HEPG2-09,966
160,855,507,310,130,HEPG2-09,81
17,161,977,1033,167,HEPG2-09,284
160,130,375,34,98,HEPG2-09,329
591,855,205,52,1047,HEPG2-09,1040
977,161,160,375,384,HEPG2-09,479
161,375,977,1040,408,HEPG2-09,78
86,800,761,161,205,HEPG2-09,685
161,591,375,34,160,HEPG2-09,724
17,98,375,1033,977,HEPG2-09,659
953,328,98,591,1092,HEPG2-09,856
1033,17,858,130,375,HEPG2-09,801
855,52,98,591,375,HEPG2-09,871
161,1078,1033,475,433,HEPG2-09,412
1021,287,787,191,550,HEPG2-09,428
987,922,267,689,130,HEPG2-09,245
52,855,953,591,655,HEPG2-09,507
351,273,316,162,662,HEPG2-09,166
1021,708,780,287,13,HEPG2-09,1016
855,587,381,34,310,HEPG2-09,475
571,130,634,160,154,HEPG2-09,640
177,1033,309,670,639,HEPG2-09,615
61,313,382,1050,424,HEPG2-09,462
979,502,595,858,382,HEPG2-09,423
337,819,449,179,408,HEPG2-09,27
855,52,591,1042,953,HEPG2-09,384
1003,1047,671,587,816,HEPG2-09,787
1033,883,98,375,670,HEPG2-09,804
150,381,310,507,351,HEPG2-09,357
161,375,17,160,1033,HEPG2-09,257
408,61,662,652,656,HEPG2-09,601
160,384,783,589,17,HEPG2-09,902
206,816,730,0,671,HEPG2-09,299
855,52,507,655,375,HEPG2-09,72
1009,800,424,662,1053,HEPG2-09,1046
161,424,800,66,1053,HEPG2-09,623
206,1047,973,92,694,HEPG2-09,20
381,144,384,66,496,HEPG2-09,946
484,181,874,170,61,HEPG2-09,874
408,164,800,441,205,HEPG2-09,41
160,855,507,375,310,HEPG2-09,353
160,594,495,430,589,HEPG2-09,19
310,634,855,351,308,HEPG2-09,717
424,351,150,310,507,HEPG2-09,521
788,310,855,571,1011,HEPG2-09,867
161,375,1033,1040,695,HEPG2-09,562
161,800,96,211,687,HEPG2-09,1002
144,85,816,4,1053,HEPG2-09,1088
1117,1021,638,1120,271,HEPG2-09,364
591,205,952,96,86,HEPG2-09,2
161,1040,408,695,475,HEPG2-09,303
551,219,19,1024,375,HEPG2-09,7
160,911,273,662,130,HEPG2-09,536
591,161,278,1040,34,HEPG2-09,915
694,206,92,787,769,HEPG2-09,694
424,621,1021,13,1067,HEPG2-09,683
816,0,86,404,1064,HEPG2-09,898
206,1067,800,96,424,HEPG2-09,206
160,507,375,589,265,HEPG2-09,63
1053,656,424,19,161,HEPG2-09,650
694,164,787,92,206,HEPG2-09,452
310,788,855,160,470,HEPG2-09,544
855,381,587,591,1042,HEPG2-09,783
424,96,1067,800,587,HEPG2-09,1019
408,164,161,116,441,HEPG2-09,967
2,855,980,496,205,HEPG2-09,1030
375,161,779,19,551,HEPG2-09,905
507,265,150,783,384,HEPG2-09,932
150,587,507,855,859,HEPG2-09,709
1053,278,265,709,1078,HEPG2-09,1090
130,160,700,219,502,HEPG2-09,1049
855,144,507,1042,265,HEPG2-09,753
160,130,375,1059,116,HEPG2-09,661
160,571,310,308,375,HEPG2-09,580
408,161,375,475,116,HEPG2-09,1077
160,375,130,865,219,HEPG2-09,917
858,273,732,595,154,HEPG2-09,789
160,310,520,130,571,HEPG2-09,517
205,425,1047,164,800,HEPG2-09,164
424,800,662,161,409,HEPG2-09,849
662,520,788,273,351,HEPG2-09,651
160,384,265,589,310,HEPG2-09,228
52,1092,953,855,1042,HEPG2-09,747
800,1053,161,384,310,HEPG2-09,457
161,1059,1040,1033,382,HEPG2-09,736
265,160,507,589,953,HEPG2-09,865
160,375,130,17,98,HEPG2-09,454
424,662,351,759,150,HEPG2-09,447
855,591,160,375,34,HEPG2-09,923
1089,144,496,1053,761,HEPG2-09,383
273,634,310,351,130,HEPG2-09,118
855,310,788,507,1011,HEPG2-09,1017
424,327,484,313,1070,HEPG2-09,876
408,164,1040,61,1009,HEPG2-09,733
271,591,211,891,262,HEPG2-09,563
855,52,310,655,160,HEPG2-09,965
1089,86,534,2,144,HEPG2-09,642
273,595,502,979,316,HEPG2-09,165
408,457,694,164,802,HEPG2-09,473
1074,262,92,86,205,HEPG2-09,262
816,587,0,206,96,HEPG2-09,66
457,61,484,475,662,HEPG2-09,662
507,310,351,150,308,HEPG2-09,216
1079,4,1090,69,940,HEPG2-09,111
676,404,816,0,1064,HEPG2-09,100
384,977,289,160,375,HEPG2-09,751
1092,587,150,381,507,HEPG2-09,1092
855,381,587,161,591,HEPG2-09,492
408,164,922,205,416,HEPG2-09,169
161,1053,475,160,375,HEPG2-09,851
662,470,867,759,1030,HEPG2-09,349
591,161,211,977,98,HEPG2-09,639
1092,953,52,18,591,HEPG2-09,393
160,98,865,309,754,HEPG2-09,132
52,587,1092,855,150,HEPG2-09,52
580,184,858,343,979,HEPG2-09,1032
816,0,381,587,496,HEPG2-09,730
589,160,393,265,953,HEPG2-09,934
1042,1092,953,587,591,HEPG2-09,1044
167,211,675,551,709,HEPG2-09,64
150,859,698,424,13,HEPG2-09,232
160,130,865,375,79,HEPG2-09,584
855,52,655,1011,160,HEPG2-09,409
160,375,17,865,932,HEPG2-09,1052
375,160,161,98,17,HEPG2-09,654
1074,206,816,404,96,HEPG2-09,951
150,381,859,698,1092,HEPG2-09,95
551,687,214,167,384,HEPG2-09,60
351,308,310,948,634,HEPG2-09,351
1090,1064,816,1030,0,HEPG2-09,735
130,116,375,700,502,HEPG2-09,731
130,160,116,79,502,HEPG2-09,43
205,800,86,1047,1009,HEPG2-09,61
351,1117,424,783,150,HEPG2-09,1058
571,308,1011,634,788,HEPG2-09,729
855,310,591,587,160,HEPG2-09,779
514,1033,472,219,391,HEPG2-09,600
662,694,20,424,170,HEPG2-09,553
160,375,130,116,34,HEPG2-09,175
424,66,214,821,605,HEPG2-09,826
19,161,551,384,1053,HEPG2-09,390
272,977,211,271,96,HEPG2-09,1024
206,1067,271,800,1074,HEPG2-09,42
219,883,977,958,309,HEPG2-09,682
800,424,761,1067,963,HEPG2-09,317
206,1021,259,1047,1074,HEPG2-09,236
310,589,507,783,265,HEPG2-09,194
507,265,855,1042,953,HEPG2-09,542
424,19,161,821,455,HEPG2-09,903
381,855,150,587,859,HEPG2-09,788
587,591,96,855,1092,HEPG2-09,1078
1047,205,1003,86,850,HEPG2-09,117
424,1067,800,787,206,HEPG2-09,776
160,375,441,855,591,HEPG2-09,511
783,953,1092,507,1099,HEPG2-09,529
130,375,161,160,116,HEPG2-09,597
783,507,310,150,1042,HEPG2-09,920
160,754,670,130,14,HEPG2-09,956
160,865,98,589,634,HEPG2-09,714
424,164,662,457,1030,HEPG2-09,1043
559,1029,291,359,271,HEPG2-09,781
206,1067,800,96,424,HEPG2-09,927
309,541,177,670,825,HEPG2-09,22
351,310,734,376,416,HEPG2-09,722
161,160,977,384,551,HEPG2-09,813
783,310,19,265,779,HEPG2-09,957
591,98,953,328,289,HEPG2-09,315
160,289,375,161,310,HEPG2-09,968
1047,139,850,662,218,HEPG2-09,535
160,130,571,29,375,HEPG2-09,131
855,310,381,634,507,HEPG2-09,754
52,289,591,855,953,HEPG2-09,571
287,136,708,769,484,HEPG2-09,108
787,918,92,354,485,HEPG2-09,207
160,310,571,634,130,HEPG2-09,263
52,855,591,758,587,HEPG2-09,859
130,520,979,679,351,HEPG2-09,837
953,328,265,1092,551,HEPG2-09,495
375,161,1040,130,116,HEPG2-09,47
424,656,484,313,390,HEPG2-09,305
800,161,86,1067,676,HEPG2-09,196
375,34,289,160,855,HEPG2-09,697
66,424,310,1053,384,HEPG2-09,178
595,310,79,351,690,HEPG2-09,342
424,484,657,413,324,HEPG2-09,75
783,566,821,507,499,HEPG2-09,483
979,316,382,595,343,HEPG2-09,269
638,816,1117,66,1021,HEPG2-09,669
424,310,351,662,484,HEPG2-09,83
310,653,783,66,507,HEPG2-09,285
206,787,694,671,1021,HEPG2-09,92
160,161,855,384,34,HEPG2-09,766
161,591,205,441,855,HEPG2-09,408
161,1040,1033,375,34,HEPG2-09,467
150,507,1029,859,1092,HEPG2-09,376
287,708,638,769,730,HEPG2-09,893
206,1074,271,86,671,HEPG2-09,852
310,384,855,653,381,HEPG2-09,752
855,310,381,407,351,HEPG2-09,913
86,205,1047,1003,591,HEPG2-09,425
591,1047,587,1003,855,HEPG2-09,25
953,587,1042,591,1092,HEPG2-09,160
855,310,859,144,381,HEPG2-09,407
19,1053,161,384,709,HEPG2-09,996
310,375,160,384,821,HEPG2-09,11
1021,638,287,149,708,HEPG2-09,550
161,310,1053,19,351,HEPG2-09,1080
783,80,496,559,138,HEPG2-09,732
638,271,816,66,138,HEPG2-09,153
1029,859,150,507,310,HEPG2-09,434
382,295,1093,444,649,HEPG2-10,121
878,103,782,423,560,HUVEC-17,1138
423,932,264,688,103,HUVEC-17,312
461,709,292,68,498,HUVEC-17,450
589,317,865,1114,260,HUVEC-17,301
384,671,425,66,980,HUVEC-17,272
783,371,950,920,614,HUVEC-17,784
353,507,150,1015,520,HUVEC-17,3
932,110,218,464,353,HUVEC-17,320
589,688,461,185,423,HUVEC-17,653
803,621,365,856,1021,HUVEC-17,983
1072,758,536,50,316,HUVEC-17,620
1072,932,464,854,110,HUVEC-17,221
1120,13,1082,371,1021,HUVEC-17,1102
110,702,103,714,932,HUVEC-17,177
980,384,449,66,932,HUVEC-17,681
505,272,140,1133,678,HUVEC-17,891
932,858,218,935,353,HUVEC-17,870
17,832,862,1125,315,HUVEC-17,760
464,980,44,553,709,HUVEC-17,798
826,246,856,100,225,HUVEC-17,211
932,423,110,264,688,HUVEC-17,810
741,358,260,380,1114,HUVEC-17,158
882,878,423,692,575,HUVEC-17,692
932,464,260,116,736,HUVEC-17,1115
841,371,241,353,455,HUVEC-17,371
932,50,52,76,145,HUVEC-17,341
878,553,692,426,236,HUVEC-17,572
93,417,27,204,1057,HUVEC-17,1123
423,736,932,223,542,HUVEC-17,900
878,116,854,553,461,HUVEC-17,626
110,854,619,1072,218,HUVEC-17,77
133,1122,878,116,440,HUVEC-17,1132
1021,1120,371,262,480,HUVEC-17,506
264,423,365,9,621,HUVEC-17,366
671,1074,631,86,832,HUVEC-17,388
878,426,854,461,553,HUVEC-17,1125
1072,194,854,110,52,HUVEC-17,340
621,1133,423,892,803,HUVEC-17,1039
1114,116,741,245,1125,HUVEC-17,786
396,289,709,1025,941,HUVEC-17,1136
426,854,1072,464,52,HUVEC-17,48
426,854,878,1072,52,HUVEC-17,339
223,116,110,932,1095,HUVEC-17,1114
800,1067,86,662,278,HUVEC-17,1067
1001,111,198,332,991,HUVEC-17,112
616,738,464,292,1073,HUVEC-17,840
241,771,50,103,714,HUVEC-17,124
344,517,423,128,865,HUVEC-17,618
452,732,517,72,823,HUVEC-17,1027
691,425,448,272,678,HUVEC-17,945
932,464,110,52,1072,HUVEC-17,655
878,103,1107,702,116,HUVEC-17,266
688,423,116,425,365,HUVEC-17,415
1078,491,384,920,892,HUVEC-17,373
344,865,216,517,688,HUVEC-17,460
103,688,1095,711,702,HUVEC-17,282
553,116,989,589,365,HUVEC-17,46
688,264,423,932,218,HUVEC-17,395
725,423,988,509,682,HUVEC-17,256
218,317,464,980,932,HUVEC-17,253
709,1048,425,498,553,HUVEC-17,532
878,1072,854,426,194,HUVEC-17,91
167,384,366,591,745,HUVEC-17,962
44,761,1129,218,841,HUVEC-17,346
306,1004,483,217,812,HUVEC-17,217
557,316,1018,823,326,HUVEC-17,557
932,353,184,344,858,HUVEC-17,497
218,264,275,117,1098,HUVEC-17,538
260,507,488,837,250,HUVEC-17,1089
317,110,218,832,477,HUVEC-17,442
317,932,924,66,361,HUVEC-17,361
167,86,384,354,152,HUVEC-17,439
932,110,353,218,50,HUVEC-17,109
932,110,878,464,116,HUVEC-17,811
932,464,218,980,384,HUVEC-17,775
939,1120,621,812,642,HUVEC-17,939
110,932,218,619,66,HUVEC-17,1065
1072,932,878,464,110,HUVEC-17,1076
878,941,464,654,210,HUVEC-17,345
498,851,1039,225,826,HUVEC-17,350
110,9,223,932,218,HUVEC-17,838
423,714,1018,581,823,HUVEC-17,566
828,991,332,344,515,HUVEC-17,828
920,892,1001,106,1004,HUVEC-17,33
423,589,264,365,185,HUVEC-17,831
116,932,553,464,691,HUVEC-17,59
50,536,932,110,842,HUVEC-17,734
50,932,842,103,536,HUVEC-17,605
854,426,1072,396,419,HUVEC-17,1062
991,66,15,1133,980,HUVEC-17,1134
572,709,692,1055,231,HUVEC-17,750
1031,621,803,1134,1014,HUVEC-17,287
932,116,464,536,858,HUVEC-17,242
962,306,755,259,224,HUVEC-17,1131
335,1117,800,973,698,HUVEC-17,222
980,691,86,678,441,HUVEC-17,513
878,1072,103,110,116,HUVEC-17,577
749,278,96,800,1067,HUVEC-17,1117
882,423,560,758,1095,HUVEC-17,471
66,31,384,317,9,HUVEC-17,195
932,1018,223,31,50,HUVEC-17,489
542,423,9,79,116,HUVEC-17,1119
932,110,1072,52,218,HUVEC-17,56
1072,878,553,103,264,HUVEC-17,907
170,591,922,366,749,HUVEC-17,847
449,991,15,595,1013,HUVEC-17,1124
567,991,885,423,957,HUVEC-17,567
384,591,662,139,980,HUVEC-17,978
878,1072,702,103,194,HUVEC-17,1127
86,167,141,229,920,HUVEC-17,797
865,932,218,216,589,HUVEC-17,296
461,1055,692,43,766,HUVEC-17,445
557,823,316,1018,1128,HUVEC-17,162
854,426,691,44,878,HUVEC-17,576
426,1072,854,878,464,HUVEC-17,133
126,691,709,891,553,HUVEC-17,126
536,116,275,218,758,HUVEC-17,845
27,498,726,826,437,HUVEC-17,910
991,223,31,261,932,HUVEC-17,113
423,223,542,758,264,HUVEC-17,581
991,15,223,502,932,HUVEC-17,1
454,461,438,131,993,HUVEC-17,673
287,95,816,240,149,HUVEC-17,1100
353,61,176,354,188,HUVEC-17,157
498,710,843,830,915,HUVEC-17,1020
344,353,932,184,66,HUVEC-17,456
1013,835,449,1001,484,HUVEC-17,172
980,591,384,9,15,HUVEC-17,1106
671,591,205,1047,86,HUVEC-17,505
1072,878,110,702,103,HUVEC-17,302
932,110,980,322,553,HUVEC-17,276
1013,920,627,15,835,HUVEC-17,1084
103,461,878,464,231,HUVEC-17,500
86,92,676,850,1135,HUVEC-17,1135
