0,1,2,3,4,5,6
475,161,800,167,484,HEPG2-09,650
694,800,769,1067,931,HEPG2-09,452
507,424,139,855,734,HEPG2-09,544
1042,507,953,52,381,HEPG2-09,783
96,800,816,161,0,HEPG2-09,1019
800,161,424,441,591,HEPG2-09,967
232,534,384,496,52,HEPG2-09,1030
953,98,551,289,211,HEPG2-09,905
507,1042,384,953,150,HEPG2-09,932
424,1042,507,150,859,HEPG2-09,709
384,783,240,1099,816,HEPG2-09,1090
865,216,160,754,430,HEPG2-09,1049
953,52,1042,507,1092,HEPG2-09,753
384,734,98,1059,541,HEPG2-09,661
507,734,98,384,310,HEPG2-09,580
161,61,1059,441,475,HEPG2-09,1077
384,507,953,160,734,HEPG2-09,917
813,858,595,50,662,HEPG2-09,789
734,507,384,571,310,HEPG2-09,517
591,800,922,1067,425,HEPG2-09,164
800,424,662,161,139,HEPG2-09,849
424,662,139,384,409,HEPG2-09,651
953,1042,507,384,98,HEPG2-09,228
52,1042,953,507,1099,HEPG2-09,747
800,161,587,232,1042,HEPG2-09,457
1033,1040,1059,211,161,HEPG2-09,736
507,953,52,1042,384,HEPG2-09,865
953,98,384,156,393,HEPG2-09,454
324,424,662,755,1102,HEPG2-09,447
591,98,441,34,384,HEPG2-09,923
534,1042,1099,911,409,HEPG2-09,383
424,813,734,507,662,HEPG2-09,118
507,1087,1042,855,384,HEPG2-09,1017
484,475,327,345,240,HEPG2-09,876
61,1040,181,800,441,HEPG2-09,733
211,271,262,891,591,HEPG2-09,563
52,507,855,1042,98,HEPG2-09,965
534,816,167,86,232,HEPG2-09,642
591,1111,61,1059,384,HEPG2-09,165
931,1050,457,61,676,HEPG2-09,473
206,262,1074,1135,373,HEPG2-09,262
816,0,1042,496,96,HEPG2-09,66
800,96,61,139,457,HEPG2-09,662
424,507,150,1042,813,HEPG2-09,216
167,1079,4,384,337,HEPG2-09,111
484,769,816,240,0,HEPG2-09,100
1042,1099,384,507,953,HEPG2-09,751
1042,1092,953,161,1067,HEPG2-09,1092
424,1042,800,1087,161,HEPG2-09,492
800,662,161,424,1067,HEPG2-09,169
384,161,953,475,734,HEPG2-09,851
139,662,719,424,69,HEPG2-09,349
211,591,1040,953,98,HEPG2-09,639
953,52,1092,18,98,HEPG2-09,393
734,98,156,393,589,HEPG2-09,132
52,953,1042,1092,98,HEPG2-09,52
192,1079,932,377,858,HEPG2-09,1032
0,816,232,496,1042,HEPG2-09,730
507,953,1099,734,98,HEPG2-09,934
953,1042,98,551,675,HEPG2-09,1044
675,953,211,921,551,HEPG2-09,64
1067,424,13,800,698,HEPG2-09,232
734,865,160,384,1059,HEPG2-09,584
507,52,1042,855,655,HEPG2-09,409
160,507,1099,384,754,HEPG2-09,1052
98,953,471,289,1099,HEPG2-09,654
816,1074,96,206,1003,HEPG2-09,951
1042,1067,859,587,496,HEPG2-09,95
211,816,167,675,951,HEPG2-09,60
424,507,734,351,308,HEPG2-09,351
816,0,962,4,287,HEPG2-09,735
667,1059,541,502,203,HEPG2-09,731
734,1059,384,667,1099,HEPG2-09,43
800,96,232,1067,161,HEPG2-09,61
424,1067,161,800,324,HEPG2-09,1058
507,308,734,407,1011,HEPG2-09,729
1042,507,953,98,52,HEPG2-09,779
471,211,1033,119,405,HEPG2-09,600
662,694,800,139,20,HEPG2-09,553
734,98,953,34,384,HEPG2-09,175
345,1042,424,763,816,HEPG2-09,826
161,1042,211,953,475,HEPG2-09,390
211,591,675,278,98,HEPG2-09,1024
206,800,1067,161,96,HEPG2-09,42
98,953,921,873,1024,HEPG2-09,682
424,800,96,161,1067,HEPG2-09,317
206,1067,13,259,800,HEPG2-09,236
507,1042,953,734,98,HEPG2-09,194
1042,507,953,1099,551,HEPG2-09,542
161,475,1042,211,783,HEPG2-09,903
1042,800,424,1067,507,HEPG2-09,788
953,587,1042,591,98,HEPG2-09,1078
1003,1047,591,800,86,HEPG2-09,117
800,1067,424,161,694,HEPG2-09,776
591,161,384,34,441,HEPG2-09,511
507,953,1042,1099,559,HEPG2-09,529
1059,384,734,541,17,HEPG2-09,597
1042,507,953,559,551,HEPG2-09,920
216,156,430,393,953,HEPG2-09,956
98,507,734,953,589,HEPG2-09,714
800,161,662,931,1009,HEPG2-09,1043
359,1044,1042,236,507,HEPG2-09,781
1067,206,769,96,800,HEPG2-09,927
471,309,465,734,883,HEPG2-09,22
734,667,507,953,424,HEPG2-09,722
211,953,161,98,1042,HEPG2-09,813
345,924,190,783,750,HEPG2-09,957
1099,98,953,289,52,HEPG2-09,315
384,591,507,289,1099,HEPG2-09,968
922,1067,850,139,662,HEPG2-09,535
1099,430,216,156,589,HEPG2-09,131
1042,507,855,52,381,HEPG2-09,754
98,953,52,289,1099,HEPG2-09,571
769,484,506,108,694,HEPG2-09,108
769,931,608,694,506,HEPG2-09,207
160,507,384,911,492,HEPG2-09,263
52,98,1042,855,507,HEPG2-09,859
729,667,424,351,409,HEPG2-09,837
953,52,98,1092,393,HEPG2-09,495
1040,695,211,1033,1059,HEPG2-09,47
484,382,457,424,383,HEPG2-09,305
800,161,1067,96,1040,HEPG2-09,196
734,855,98,289,375,HEPG2-09,697
161,424,0,816,800,HEPG2-09,178
424,734,813,690,507,HEPG2-09,342
484,350,324,83,108,HEPG2-09,75
507,529,783,384,747,HEPG2-09,483
1111,595,452,484,382,HEPG2-09,269
816,1067,206,972,0,HEPG2-09,669
424,484,662,696,800,HEPG2-09,83
1042,424,507,859,161,HEPG2-09,285
206,769,694,259,787,HEPG2-09,92
953,384,734,591,1042,HEPG2-09,766
161,1042,800,591,289,HEPG2-09,408
1033,1040,211,1099,1059,HEPG2-09,467
507,1029,1042,859,698,HEPG2-09,376
708,506,769,287,259,HEPG2-09,893
816,1067,206,1074,86,HEPG2-09,852
424,1042,507,161,734,HEPG2-09,752
424,1042,800,1067,662,HEPG2-09,913
591,86,1003,800,1047,HEPG2-09,425
1042,591,232,161,816,HEPG2-09,25
953,1042,52,1092,507,HEPG2-09,160
424,507,1042,161,800,HEPG2-09,407
161,816,475,384,211,HEPG2-09,996
161,1042,800,591,98,HEPG2-09,11
708,287,149,1021,424,HEPG2-09,550
161,1042,1099,783,507,HEPG2-09,1080
559,1099,507,953,783,HEPG2-09,732
271,638,149,816,1044,HEPG2-09,153
859,507,1042,424,1029,HEPG2-09,434
295,639,1059,54,830,HEPG2-10,121
208,882,878,830,68,HUVEC-17,1138
208,376,1095,495,110,HUVEC-17,312
68,208,1061,832,425,HUVEC-17,450
68,19,208,1005,474,HUVEC-17,301
294,9,425,958,832,HUVEC-17,272
973,931,918,66,82,HUVEC-17,784
918,904,17,451,1050,HUVEC-17,3
110,17,832,208,932,HUVEC-17,320
68,208,425,474,420,HUVEC-17,653
1074,631,973,708,425,HUVEC-17,983
1072,110,208,917,194,HUVEC-17,620
903,208,17,917,1005,HUVEC-17,221
13,1067,1021,683,662,HUVEC-17,1102
208,110,917,376,702,HUVEC-17,177
451,384,17,949,865,HUVEC-17,681
631,140,1133,610,1035,HUVEC-17,891
1002,208,218,1038,747,HUVEC-17,870
17,208,832,315,1002,HUVEC-17,760
832,1073,208,425,941,HUVEC-17,798
973,604,356,826,409,HUVEC-17,211
110,208,865,688,376,HUVEC-17,810
376,466,736,433,865,HUVEC-17,158
882,208,1095,575,447,HUVEC-17,692
17,832,451,1061,654,HUVEC-17,1115
241,409,19,918,832,HUVEC-17,371
110,17,1072,340,50,HUVEC-17,341
882,208,294,878,630,HUVEC-17,572
85,409,1050,468,27,HUVEC-17,1123
376,208,865,110,736,HUVEC-17,900
208,882,878,630,68,HUVEC-17,626
110,208,1072,17,426,HUVEC-17,77
887,1125,133,1073,953,HUVEC-17,1132
1021,973,859,1044,13,HUVEC-17,506
294,882,857,1095,423,HUVEC-17,366
1074,631,918,973,996,HUVEC-17,388
208,878,434,619,426,HUVEC-17,1125
110,1072,17,426,340,HUVEC-17,340
621,1133,384,294,803,HUVEC-17,1039
741,376,247,245,1125,HUVEC-17,786
289,854,396,964,654,HUVEC-17,1136
426,1072,854,110,878,HUVEC-17,48
426,1072,110,194,854,HUVEC-17,339
376,223,208,1095,17,HUVEC-17,1114
800,719,96,69,139,HUVEC-17,1067
747,332,351,241,865,HUVEC-17,112
832,17,949,958,1073,HUVEC-17,840
208,19,903,917,1005,HUVEC-17,124
241,517,903,865,1038,HUVEC-17,618
790,376,351,285,865,HUVEC-17,1027
425,83,98,893,432,HUVEC-17,945
17,110,832,1072,340,HUVEC-17,655
208,1052,1095,733,303,HUVEC-17,266
208,832,1095,68,425,HUVEC-17,415
4,491,931,85,384,HUVEC-17,373
832,208,241,216,19,HUVEC-17,460
208,19,68,1095,376,HUVEC-17,282
425,958,1125,630,208,HUVEC-17,46
208,231,68,688,425,HUVEC-17,395
584,68,175,425,257,HUVEC-17,256
832,425,9,958,208,HUVEC-17,253
208,425,68,832,231,HUVEC-17,532
208,1072,882,878,426,HUVEC-17,91
167,384,451,9,925,HUVEC-17,962
918,973,832,315,1002,HUVEC-17,346
306,812,1004,483,198,HUVEC-17,217
351,130,571,376,823,HUVEC-17,557
110,865,241,932,949,HUVEC-17,497
208,68,153,539,474,HUVEC-17,538
918,409,1050,837,468,HUVEC-17,1089
832,241,918,315,208,HUVEC-17,442
832,425,1064,918,1113,HUVEC-17,361
949,4,167,451,141,HUVEC-17,439
110,208,17,832,241,HUVEC-17,109
208,247,17,832,619,HUVEC-17,811
17,832,208,1002,451,HUVEC-17,775
939,920,642,1039,812,HUVEC-17,939
110,832,208,9,932,HUVEC-17,1065
1072,208,194,702,878,HUVEC-17,1076
654,1052,887,356,896,HUVEC-17,345
973,425,1039,1021,803,HUVEC-17,350
110,9,17,832,208,HUVEC-17,838
223,376,110,865,991,HUVEC-17,566
949,927,332,493,344,HUVEC-17,828
4,1001,920,332,812,HUVEC-17,33
804,589,958,521,68,HUVEC-17,831
17,1073,110,1125,208,HUVEC-17,59
208,917,17,376,702,HUVEC-17,734
17,917,110,208,1073,HUVEC-17,605
426,1062,854,42,422,HUVEC-17,1062
66,384,991,4,932,HUVEC-17,1134
830,976,356,68,1055,HUVEC-17,750
287,803,1031,492,140,HUVEC-17,287
208,376,110,917,17,HUVEC-17,242
819,769,306,510,259,HUVEC-17,1131
206,800,1067,1135,973,HUVEC-17,222
17,451,4,85,141,HUVEC-17,513
208,882,878,1095,619,HUVEC-17,577
719,61,141,152,451,HUVEC-17,1117
882,1095,376,208,560,HUVEC-17,471
9,1036,241,451,425,HUVEC-17,195
223,507,17,353,50,HUVEC-17,489
294,376,882,1095,9,HUVEC-17,1119
110,1072,9,241,1036,HUVEC-17,56
208,882,878,1095,110,HUVEC-17,907
1036,384,451,353,723,HUVEC-17,847
835,991,61,41,15,HUVEC-17,1124
621,1133,885,597,803,HUVEC-17,567
384,9,1036,451,110,HUVEC-17,978
1072,208,878,882,194,HUVEC-17,1127
4,141,931,82,468,HUVEC-17,797
208,903,1005,19,701,HUVEC-17,296
976,356,630,68,290,HUVEC-17,445
376,351,452,900,823,HUVEC-17,162
426,854,1072,110,48,HUVEC-17,576
426,1072,854,878,1062,HUVEC-17,133
426,610,294,563,854,HUVEC-17,126
376,247,832,425,208,HUVEC-17,845
1021,631,803,498,1048,HUVEC-17,910
451,110,865,949,160,HUVEC-17,113
376,208,110,882,1095,HUVEC-17,581
376,241,351,865,991,HUVEC-17,1
68,843,474,976,896,HUVEC-17,673
506,0,287,149,816,HUVEC-17,1100
451,69,61,949,904,HUVEC-17,157
843,830,425,356,68,HUVEC-17,1020
241,865,110,903,688,HUVEC-17,456
61,1078,1111,167,835,HUVEC-17,172
384,451,9,1036,167,HUVEC-17,1106
9,384,294,958,425,HUVEC-17,505
110,208,1072,882,702,HUVEC-17,302
110,425,832,208,619,HUVEC-17,276
920,4,1013,468,648,HUVEC-17,1084
208,68,231,495,19,HUVEC-17,500
86,92,1074,1135,850,HUVEC-17,1135
803,462,224,264,394,HUVEC-17,224
426,210,294,208,854,HUVEC-17,55
68,30,409,728,539,HUVEC-17,136
110,17,832,208,1072,HUVEC-17,1113
208,17,110,1073,832,HUVEC-17,459
769,259,262,1074,1021,HUVEC-17,1042
376,862,116,425,917,HUVEC-17,715
17,110,426,854,386,HUVEC-17,1112
376,194,110,1095,303,HUVEC-17,254
1001,332,920,4,812,HUVEC-17,239
110,208,865,903,376,HUVEC-17,806
110,17,619,1072,426,HUVEC-17,1129
223,110,991,451,384,HUVEC-17,147
1072,426,110,194,854,HUVEC-17,793
384,294,1133,1078,451,HUVEC-17,482
1120,230,493,755,939,HUVEC-17,1120
223,294,832,9,384,HUVEC-17,74
110,208,376,1095,17,HUVEC-17,431
332,991,15,1001,747,HUVEC-17,1121
878,426,882,208,294,HUVEC-17,555
832,208,110,17,1002,HUVEC-17,40
918,1050,832,425,1064,HUVEC-17,559
208,882,878,1072,426,HUVEC-17,6
208,17,832,19,1002,HUVEC-17,744
208,376,110,882,1095,HUVEC-17,155
9,384,110,832,932,HUVEC-17,921
918,1050,409,1005,1002,HUVEC-17,514
973,698,1021,335,972,HUVEC-17,613
68,208,830,461,630,HUVEC-17,1104
110,9,832,208,425,HUVEC-17,360
13,662,241,324,20,HUVEC-17,324
1033,996,356,893,600,HUVEC-17,547
110,208,376,1072,536,HUVEC-17,1096
17,110,507,464,932,HUVEC-17,764
17,208,110,832,1073,HUVEC-17,8
17,110,426,52,384,HUVEC-17,26
376,736,1095,1125,247,HUVEC-17,670
376,110,536,208,882,HUVEC-17,10
1021,13,973,262,662,HUVEC-17,660
17,451,832,949,1050,HUVEC-17,875
376,208,110,1095,423,HUVEC-17,478
736,261,376,865,116,HUVEC-17,400
208,882,878,1095,612,HUVEC-17,606
208,110,832,619,1072,HUVEC-17,1108
208,17,832,376,1073,HUVEC-17,70
335,973,1021,972,206,HUVEC-17,293
451,949,4,141,61,HUVEC-17,258
95,787,973,149,287,HUVEC-17,1137
247,376,741,116,1125,HUVEC-17,277
208,425,68,958,688,HUVEC-17,974
110,17,1073,384,932,HUVEC-17,389
4,835,61,925,384,HUVEC-17,1130
882,878,426,208,294,HUVEC-17,1041
351,507,376,571,61,HUVEC-17,914
223,384,507,31,1036,HUVEC-17,757
110,223,376,832,208,HUVEC-17,1128
241,110,1072,208,376,HUVEC-17,877
918,832,698,17,1087,HUVEC-17,699
384,925,223,4,66,HUVEC-17,1101
384,425,631,9,1133,HUVEC-17,1110
17,953,741,1125,441,HUVEC-17,543
925,384,61,835,4,HUVEC-17,745
832,241,409,918,688,HUVEC-17,1126
208,882,1072,110,1095,HUVEC-17,309
223,865,376,423,110,HUVEC-17,894
13,662,206,359,259,HUVEC-17,212
882,294,423,208,365,HUVEC-17,552
1001,920,865,332,568,HUVEC-17,853
61,4,835,564,85,HUVEC-17,743
208,854,426,832,425,HUVEC-17,1060
17,376,208,865,832,HUVEC-17,105
1021,206,769,287,662,HUVEC-17,657
832,17,451,949,425,HUVEC-17,890
854,426,882,208,425,HUVEC-17,399
208,68,1095,474,630,HUVEC-17,695
241,110,903,353,218,HUVEC-17,188
208,110,1095,376,294,HUVEC-17,549
4,141,152,85,468,HUVEC-17,582
384,9,294,451,167,HUVEC-17,313
110,384,451,9,223,HUVEC-17,585
223,17,949,160,932,HUVEC-17,791
4,920,931,468,152,HUVEC-17,950
110,208,1073,17,426,HUVEC-17,982
898,668,271,425,524,HUVEC-17,379
893,1133,461,131,425,HUVEC-17,889
800,424,96,1067,167,HUVEC-17,508
1072,17,340,208,716,HUVEC-17,984
832,17,958,932,384,HUVEC-17,565
931,92,404,1111,86,HUVEC-17,676
110,315,241,832,904,HUVEC-17,1015
110,50,275,353,52,HUVEC-17,398
1002,832,1005,1073,918,HUVEC-17,883
769,259,484,662,787,HUVEC-17,1031
208,832,17,376,1095,HUVEC-17,705
68,804,865,378,257,HUVEC-17,89
451,327,667,1050,466,HUVEC-17,5
208,376,110,1095,882,HUVEC-17,1023
384,9,110,1036,17,HUVEC-17,88
1095,736,110,830,116,HUVEC-17,607
208,294,68,9,110,HUVEC-17,622
384,223,507,31,723,HUVEC-17,144
830,803,621,213,294,HUVEC-17,708
208,425,1095,68,882,HUVEC-17,604
920,306,820,931,170,HUVEC-17,762
949,9,110,384,451,HUVEC-17,102
110,210,208,426,17,HUVEC-17,611
723,507,689,1099,34,HUVEC-17,689
110,376,208,865,17,HUVEC-17,704
882,878,1095,208,1072,HUVEC-17,372
286,406,335,949,931,HUVEC-17,1111
631,68,208,425,498,HUVEC-17,1028
830,68,843,726,425,HUVEC-17,523
832,949,152,17,1002,HUVEC-17,94
1133,621,803,498,969,HUVEC-17,1133
208,1095,1107,495,68,HUVEC-17,503
110,1072,17,208,194,HUVEC-17,355
830,1058,726,356,365,HUVEC-17,959
13,110,1109,9,621,HUVEC-17,1109
110,208,376,9,619,HUVEC-17,397
208,882,1095,294,878,HUVEC-17,238
451,167,384,96,61,HUVEC-17,987
208,882,1095,376,294,HUVEC-17,1118
730,1117,457,1111,869,HUVEC-17,537
68,865,317,461,688,HUVEC-17,981
315,110,631,13,199,HUVEC-17,392
406,931,4,409,137,HUVEC-17,1116
110,17,208,1073,832,HUVEC-17,295
426,854,208,878,194,HUVEC-17,986
426,17,854,110,878,HUVEC-17,1122
4,384,61,925,1036,HUVEC-17,181
19,648,351,241,475,HUVEC-17,1006
17,110,340,1073,194,HUVEC-17,308
152,4,15,141,1038,HUVEC-17,972
20,820,642,920,721,HUVEC-17,80
409,1050,918,19,832,HUVEC-17,411
4,384,491,920,931,HUVEC-17,687
631,167,1074,451,832,HUVEC-17,385
208,17,110,832,1073,HUVEC-17,481
17,208,110,1073,210,HUVEC-17,700
384,223,865,294,958,HUVEC-17,960
208,878,110,17,1073,HUVEC-17,203
19,68,208,409,495,HUVEC-17,770
648,20,951,406,849,HUVEC-17,413
4,468,648,972,85,HUVEC-17,938
68,630,425,461,1095,HUVEC-17,1056
223,451,384,376,66,HUVEC-17,1008
597,1133,175,429,479,HUVEC-17,391
61,835,719,351,15,HUVEC-17,1013
17,110,1073,917,932,HUVEC-17,556
17,832,208,1073,247,HUVEC-17,1025
1001,927,241,920,351,HUVEC-17,742
832,958,1064,17,451,HUVEC-17,274
19,1005,466,409,767,HUVEC-17,703
208,110,68,425,832,HUVEC-17,290
832,208,17,19,376,HUVEC-17,281
832,17,208,425,110,HUVEC-17,348
208,110,832,619,882,HUVEC-17,884
619,247,1072,294,758,HUVEC-17,352
208,854,1073,68,315,HUVEC-17,1066
1002,17,832,949,152,HUVEC-17,417
110,17,832,619,1072,HUVEC-17,598
949,451,4,927,384,HUVEC-17,868
208,68,231,1095,630,HUVEC-17,825
208,878,1095,882,376,HUVEC-17,541
832,631,17,315,466,HUVEC-17,624
208,1095,882,1055,68,HUVEC-17,486
17,208,832,1073,1002,HUVEC-17,647
223,376,17,208,247,HUVEC-17,897
835,351,61,679,1013,HUVEC-17,765
1021,973,972,406,286,HUVEC-17,588
61,384,451,835,167,HUVEC-17,436
208,426,882,878,854,HUVEC-17,881
208,110,832,294,619,HUVEC-17,268
208,17,376,194,110,HUVEC-17,192
208,365,630,1048,504,HUVEC-17,1138
110,384,9,17,1007,HUVEC-17,52
716,208,133,210,686,HUVEC-17,779
614,849,463,597,687,HUVEC-17,597
745,167,1078,24,663,HUVEC-17,683
1033,215,211,1111,624,HUVEC-17,1033
604,255,898,271,712,HUVEC-17,898
587,95,211,506,232,HUVEC-17,149
983,1020,604,708,532,HUVEC-17,826
290,465,750,348,955,HUVEC-17,87
465,399,622,1066,356,HUVEC-17,717
17,832,260,837,247,HUVEC-17,913
465,471,728,675,221,HUVEC-17,659
231,902,1055,519,440,HUVEC-17,902
17,507,355,1007,223,HUVEC-17,245
48,426,98,471,854,HUVEC-17,1003
376,900,355,65,736,HUVEC-17,934
1022,972,623,950,1057,HUVEC-17,421
208,716,340,48,210,HUVEC-17,1052
465,976,622,686,728,HUVEC-17,685
504,438,465,290,584,HUVEC-17,461
561,804,290,55,99,HUVEC-17,569
640,479,667,843,462,HUVEC-17,966
1065,409,417,405,517,HUVEC-17,1124
7,675,315,814,1070,HUVEC-17,7
392,698,199,973,236,HUVEC-17,284
221,248,459,17,821,HUVEC-17,78
221,989,261,1076,6,HUVEC-17,1115
208,782,356,42,630,HUVEC-17,571
667,693,736,451,880,HUVEC-17,669
51,111,817,672,729,HUVEC-17,729
504,630,399,208,365,HUVEC-17,1112
290,504,465,976,615,HUVEC-17,462
519,1055,290,857,369,HUVEC-17,1024
48,208,133,210,630,HUVEC-17,236
371,392,409,455,199,HUVEC-17,1116
247,466,210,736,630,HUVEC-17,733
736,865,568,804,901,HUVEC-17,452
48,716,1076,133,187,HUVEC-17,194
1039,149,506,232,763,HUVEC-17,1137
474,208,471,756,438,HUVEC-17,724
459,438,399,873,290,HUVEC-17,131
1133,885,939,621,803,HUVEC-17,1130
789,204,241,152,534,HUVEC-17,789
550,522,20,939,324,HUVEC-17,550
4,85,949,69,998,HUVEC-17,753
409,119,561,453,516,HUVEC-17,334
17,208,1072,48,340,HUVEC-17,44
399,728,465,208,622,HUVEC-17,661
622,1104,818,1066,781,HUVEC-17,81
821,517,903,248,688,HUVEC-17,801
208,602,675,688,1045,HUVEC-17,865
597,640,849,465,256,HUVEC-17,529
208,602,675,876,355,HUVEC-17,804
152,468,534,212,4,HUVEC-17,93
507,150,308,353,719,HUVEC-17,946
359,1016,870,554,662,HUVEC-17,1016
949,69,223,322,17,HUVEC-17,41
290,425,474,231,420,HUVEC-17,225
17,1087,675,507,289,HUVEC-17,381
590,389,99,894,914,HUVEC-17,732
561,55,17,675,866,HUVEC-17,654
221,133,8,887,445,HUVEC-17,887
348,99,989,459,389,HUVEC-17,11
502,1013,1081,1001,637,HUVEC-17,423
17,55,675,561,866,HUVEC-17,837
384,4,85,949,846,HUVEC-17,384
231,415,794,208,821,HUVEC-17,544
1041,607,290,523,830,HUVEC-17,1058
287,763,149,506,660,HUVEC-17,383
451,832,949,241,17,HUVEC-17,169
973,1020,860,100,392,HUVEC-17,100
133,686,356,208,221,HUVEC-17,830
584,504,1055,208,474,HUVEC-17,857
903,208,876,701,1005,HUVEC-17,903
353,241,507,451,17,HUVEC-17,723
4,931,819,491,229,HUVEC-17,920
1099,931,656,4,1078,HUVEC-17,640
563,891,426,631,1074,HUVEC-17,563
415,688,99,227,885,HUVEC-17,317
223,958,276,932,688,HUVEC-17,219
423,111,1081,462,147,HUVEC-17,867
659,150,9,241,1036,HUVEC-17,390
208,675,48,630,210,HUVEC-17,207
471,504,208,438,575,HUVEC-17,579
970,915,879,356,600,HUVEC-17,776
1001,61,4,835,332,HUVEC-17,871
69,17,55,451,949,HUVEC-17,263
69,876,409,1087,688,HUVEC-17,1032
13,1102,90,800,1082,HUVEC-17,1109
949,927,599,932,4,HUVEC-17,927
208,782,110,466,48,HUVEC-17,466
17,832,932,451,241,HUVEC-17,918
1076,1007,247,48,208,HUVEC-17,1129
208,716,756,210,474,HUVEC-17,28
17,832,425,247,477,HUVEC-17,425
554,651,161,424,1102,HUVEC-17,75
86,1135,608,850,92,HUVEC-17,1135
66,949,167,927,4,HUVEC-17,66
843,830,523,290,474,HUVEC-17,336
167,61,451,384,949,HUVEC-17,404
1103,1001,590,568,1081,HUVEC-17,1118
409,19,818,622,360,HUVEC-17,63
927,229,614,889,890,HUVEC-17,558
86,608,181,591,1009,HUVEC-17,92
9,462,1133,889,264,HUVEC-17,1119
1067,13,800,424,206,HUVEC-17,424
1013,747,835,991,147,HUVEC-17,111
20,755,0,863,506,HUVEC-17,1123
208,355,48,702,716,HUVEC-17,228
208,474,622,19,821,HUVEC-17,1017
1040,559,211,973,506,HUVEC-17,1040
451,1051,675,409,1050,HUVEC-17,132
462,409,903,461,849,HUVEC-17,706
48,76,1076,98,247,HUVEC-17,303
1001,1133,502,637,969,HUVEC-17,502
471,465,504,650,584,HUVEC-17,650
17,675,375,208,1073,HUVEC-17,327
69,451,462,406,996,HUVEC-17,1078
17,320,76,764,466,HUVEC-17,536
862,865,688,216,17,HUVEC-17,967
48,277,98,426,782,HUVEC-17,1047
507,590,261,979,147,HUVEC-17,305
208,882,575,48,782,HUVEC-17,988
755,550,484,20,1120,HUVEC-17,879
423,276,991,1065,147,HUVEC-17,991
96,800,918,507,1067,HUVEC-17,952
750,555,523,607,446,HUVEC-17,709
507,719,150,353,61,HUVEC-17,164
462,290,584,969,504,HUVEC-17,1088
1102,178,651,759,324,HUVEC-17,178
614,392,371,455,860,HUVEC-17,160
1087,17,703,701,375,HUVEC-17,196
210,48,221,197,133,HUVEC-17,1122
949,30,785,561,24,HUVEC-17,165
675,630,356,466,814,HUVEC-17,852
290,750,348,360,474,HUVEC-17,521
221,197,8,887,953,HUVEC-17,1132
27,622,618,821,19,HUVEC-17,27
465,750,498,915,190,HUVEC-17,849
972,85,119,409,4,HUVEC-17,473
589,885,568,1133,427,HUVEC-17,1114
656,1013,679,1099,67,HUVEC-17,623
1009,4,468,85,167,HUVEC-17,844
750,231,290,415,902,HUVEC-17,697
435,272,267,126,691,HUVEC-17,1110
1135,676,404,931,1111,HUVEC-17,1083
9,423,988,264,782,HUVEC-17,726
429,1133,893,908,209,HUVEC-17,414
1133,969,663,745,502,HUVEC-17,1133
331,848,1087,829,561,HUVEC-17,909
222,381,788,761,730,HUVEC-17,788
484,13,1031,122,230,HUVEC-17,1120
1013,1001,15,835,147,HUVEC-17,956
208,882,630,1095,675,HUVEC-17,601
208,1005,356,876,19,HUVEC-17,1070
208,426,48,1010,340,HUVEC-17,553
1038,507,590,667,147,HUVEC-17,351
900,874,659,241,169,HUVEC-17,535
865,208,688,248,242,HUVEC-17,499
506,13,1044,973,816,HUVEC-17,1044
989,376,1095,116,247,HUVEC-17,584
1099,380,969,786,667,HUVEC-17,83
42,976,781,1062,630,HUVEC-17,42
1066,516,356,848,728,HUVEC-17,47
517,722,266,734,538,HUVEC-17,722
41,223,4,147,590,HUVEC-17,130
973,392,859,371,409,HUVEC-17,859
9,782,692,242,980,HUVEC-17,965
931,4,920,1008,1099,HUVEC-17,2
211,879,628,1033,624,HUVEC-17,600
152,4,1079,812,648,HUVEC-17,20
61,451,4,1036,69,HUVEC-17,61
969,1133,663,143,209,HUVEC-17,479
208,19,675,876,466,HUVEC-17,1002
389,261,55,348,982,HUVEC-17,667
409,465,561,474,297,HUVEC-17,751
27,1126,100,409,284,HUVEC-17,1126
465,701,409,622,976,HUVEC-17,731
409,516,614,1051,1116,HUVEC-17,783
17,507,466,221,208,HUVEC-17,752
208,376,294,247,1095,HUVEC-17,1128
818,622,1066,465,453,HUVEC-17,896
507,223,17,150,564,HUVEC-17,507
4,1078,1099,931,229,HUVEC-17,739
701,409,465,821,360,HUVEC-17,1108
769,506,1100,20,347,HUVEC-17,269
835,61,591,380,4,HUVEC-17,138
465,821,622,409,976,HUVEC-17,495
208,294,9,832,675,HUVEC-17,1113
1087,490,906,289,117,HUVEC-17,1098
409,949,451,561,119,HUVEC-17,117
676,457,258,931,652,HUVEC-17,787
223,267,261,147,590,HUVEC-17,1125
1133,621,143,892,969,HUVEC-17,257
755,1031,287,763,1120,HUVEC-17,975
4,239,1001,812,147,HUVEC-17,1134
247,1007,542,507,261,HUVEC-17,542
25,763,614,708,687,HUVEC-17,57
9,425,832,619,1036,HUVEC-17,330
882,208,1072,878,782,HUVEC-17,856
1111,1033,1051,1050,860,HUVEC-17,262
409,1065,250,407,468,HUVEC-17,407
561,30,848,883,628,HUVEC-17,25
232,1074,506,587,240,HUVEC-17,232
933,409,216,967,911,HUVEC-17,357
290,231,504,561,465,HUVEC-17,108
546,597,437,498,479,HUVEC-17,851
147,15,61,4,590,HUVEC-17,1090
9,782,294,471,264,HUVEC-17,333
4,1099,167,1013,582,HUVEC-17,754
